"predict","Date","Open","High","Low","Close","Adj Close","Volume"
5.243810321624721,1200960000000,5.287857,5.713571,5.214286,5.558571,4.711886,2434754000
4.5367083519468565,1202428800000,4.36,4.489286,4.342857,4.481429,3.798817,1355972800
4.427516509881407,1203379200000,4.499643,4.526786,4.337143,4.363571,3.69891,1005046000
4.432205371800549,1203465600000,4.364286,4.45,4.345714,4.422143,3.748561,967439200
4.446429736790208,1203638400000,4.374286,4.375357,4.138214,4.266429,3.616565,1529878000
4.428408078156885,1203984000000,4.201429,4.324643,4.122857,4.255357,3.607181,1504888000
4.53037757827618,1204502400000,4.444286,4.499286,4.214286,4.3475,3.685288,1593043200
4.607004136672167,1204588800000,4.356786,4.46,4.3,4.450714,3.77278,1785383600
4.527257921187001,1204761600000,4.450357,4.553571,4.314643,4.318929,3.661069,1473698800
4.3625259326017485,1205107200000,4.356429,4.409286,4.263214,4.274643,3.623528,999588800
4.721393691818577,1205798400000,4.613571,4.75,4.595357,4.743571,4.021029,1205120000
5.29666918171624,1207267200000,5.435357,5.525357,5.383929,5.467143,4.634387,854417200
5.324671583795251,1207612800000,5.483929,5.5875,5.44,5.458571,4.62712,1014294400
5.134835761824327,1208131200000,5.241786,5.330357,5.162143,5.277857,4.473934,845087600
5.364203618975445,1208390400000,5.506071,5.571429,5.476786,5.5175,4.67707,704267200
5.582934720890158,1208822400000,5.978571,6.0,5.646071,5.721429,4.849938,1439572400
5.709830050444758,1208995200000,5.905,6.070714,5.685357,6.033571,5.114535,1696066400
6.072512697558373,1209600000000,6.248571,6.428571,6.245,6.428571,5.449369,903576800
6.2494583455768264,1211241600000,6.493571,6.648571,6.432857,6.639286,5.62799,969850000
6.411205329957127,1212624000000,6.655,6.78,6.632143,6.765357,5.734857,755445600
5.980617525849247,1213574400000,6.117857,6.353571,6.038214,6.315714,5.353702,1051730400
6.124034886339352,1213747200000,6.468571,6.507143,6.333929,6.383929,5.411526,811468000
6.153753067972957,1213833600000,6.376786,6.512143,6.314286,6.460714,5.476617,791949200
5.981091363968922,1214265600000,6.156071,6.277857,6.129643,6.1875,5.245018,621947200
6.079284535765176,1214352000000,6.236071,6.386786,6.21,6.335357,5.370353,644450800
6.07848059034886,1215475200000,6.264286,6.417857,6.169286,6.4125,5.435747,888350400
6.000938999229987,1215993600000,6.401429,6.403571,6.181429,6.21,5.264091,886054400
5.843357202961528,1216080000000,6.16,6.205,5.9425,6.058571,5.135729,1040043200
5.938516881186665,1216252800000,6.217857,6.249286,6.121071,6.136071,5.201422,757526000
5.510982025856407,1217548800000,5.710714,5.713929,5.5625,5.595,4.742768,544639200
5.4112818611055715,1217808000000,5.592857,5.639286,5.461071,5.4725,4.638927,592527600
6.156325580375366,1219363200000,6.279286,6.339286,6.270357,6.313929,5.35219,439611200
5.77852408618633,1220400000000,5.958571,6.024286,5.857143,5.962857,5.054594,734834800
5.415119826192672,1220918400000,5.602143,5.712857,5.349643,5.417143,4.592003,1245025600
5.3090491895926775,1221091200000,5.292143,5.463929,5.214286,5.451786,4.621368,971135200
4.989934508138369,1221523200000,4.780714,5.089286,4.719643,4.995714,4.234766,1199836400
4.753706857359688,1222128000000,4.708929,4.85,4.523571,4.53,3.83999,1280364400
4.65853804665614,1222387200000,4.461071,4.635714,4.392857,4.58,3.882373,1126451200
3.8613080536584548,1223510400000,3.333929,3.421429,3.092857,3.169286,2.68654,1617383600
4.3431951081412805,1225411200000,3.835714,3.956429,3.755,3.8425,3.25721,1659756000
3.985088527716826,1225929600000,3.608929,3.670714,3.5,3.539286,3.000182,1319074400
3.804359969116298,1226361600000,3.386071,3.470357,3.295,3.384643,2.869093,1224538000
3.6530580482648958,1226966400000,3.201429,3.249643,3.102143,3.211071,2.72196,1209695200
3.7312471482960063,1227139200000,3.044286,3.0875,2.857143,2.874643,2.436777,1716814400
3.552516996293221,1228089600000,3.260714,3.295357,3.175714,3.176071,2.692291,923767600
3.6775096359454054,1228435200000,3.226786,3.374643,3.173571,3.357143,2.845783,1043795200
3.954998832282122,1228780800000,3.501429,3.7,3.471786,3.573571,3.029244,1203496000
3.53231900524586,1229558400000,3.189643,3.243929,3.158571,3.193929,2.707429,857416000
3.583728084197233,1231372800000,3.229643,3.326786,3.215714,3.310714,2.806426,673500800
3.7475113051033944,1232582400000,3.144286,3.214286,3.065,3.155714,2.675035,1409528400
3.737297893116917,1234310400000,3.441786,3.511071,3.420357,3.457857,2.931155,674973600
3.8010710673634804,1234483200000,3.535357,3.569286,3.504286,3.541429,3.001998,608977600
3.5363434953101347,1235606400000,3.285714,3.318571,3.177143,3.185357,2.700163,629868400
3.5115892100480863,1235952000000,3.147143,3.257143,3.131071,3.140714,2.66232,770929600
3.3678846312314192,1236556800000,3.006429,3.128571,2.948929,2.968214,2.516095,698297600
3.4958762591860832,1236643200000,3.031071,3.184643,3.012857,3.165357,2.683209,844258800
3.717954421520041,1236902400000,3.439286,3.471429,3.393214,3.426071,2.904211,601168400
4.483384632838749,1239840000000,4.256786,4.398214,4.2425,4.3375,3.676812,593446000
4.638481586262486,1240444800000,4.522143,4.542857,4.411071,4.478571,3.796394,945156800
4.785380817424887,1241395200000,4.58,4.723214,4.56,4.716786,3.998324,609358400
4.741886479849278,1241740800000,4.608571,4.686786,4.509286,4.613929,3.911134,467964000
4.765584041942098,1242000000000,4.548929,4.677143,4.54,4.6275,3.922638,404658800
4.476702436157552,1242172800000,4.400357,4.429286,4.263571,4.2675,3.617473,595971600
4.541787625717184,1242259200000,4.277857,4.411786,4.275,4.391071,3.722222,447826400
4.621533422038233,1242864000000,4.469643,4.527857,4.388929,4.435,3.759459,407946000
4.854585124292974,1243382400000,4.706429,4.820714,4.675357,4.751786,4.027994,646422000
5.169743102225361,1244073600000,5.004643,5.149286,5.001429,5.133571,4.351625,550634000
5.220314646530255,1244160000000,5.189643,5.228571,5.114643,5.166786,4.37978,632716000
5.0891456305319025,1244678400000,4.983929,5.055714,4.948214,4.998214,4.236886,524823600
5.00086110526091,1244764800000,4.9575,4.967857,4.858571,4.891786,4.146667,563085600
5.164547050087734,1246233600000,5.123571,5.141071,5.055,5.070357,4.298038,567616000
5.217830796825901,1246406400000,5.125,5.166429,5.09,5.101071,4.324074,414178800
4.9896943838689936,1247011200000,4.854286,4.93,4.800714,4.900714,4.154236,575929200
5.031107642813531,1247097600000,4.92,4.928214,4.854643,4.87,4.1282,343025200
5.3016898367257355,1247616000000,5.18,5.25,5.154286,5.245714,4.446685,485587200
5.751388061094502,1248825600000,5.675,5.730357,5.651786,5.715357,4.844792,382158000
5.833875329543069,1248912000000,5.775,5.882857,5.767857,5.813929,4.92835,469604800
6.003843864220791,1250208000000,5.997857,6.008214,5.911786,5.956429,5.049145,305816000
5.969498592831648,1250726400000,5.892143,5.954286,5.878929,5.940357,5.03552,342031200
6.034502196784459,1250812800000,5.9875,6.048929,5.957143,6.043571,5.123012,416074400
6.079995456215443,1251417600000,6.1525,6.160357,6.018929,6.073214,5.14814,453700800
5.954625554928157,1251763200000,5.999643,6.071429,5.890714,5.903571,5.004338,469028000
5.952350747054261,1251849600000,5.879286,5.986071,5.861071,5.899286,5.000704,364249200
5.996956030894317,1251936000000,5.944286,5.967857,5.892857,5.948214,5.042181,293955200
6.538768853910504,1254268800000,6.6475,6.658929,6.521786,6.619643,5.611337,539585200
6.627898967751442,1255910400000,6.708929,6.785714,6.626786,6.780714,5.747873,942230800
7.1135746403583795,1256083200000,7.125714,7.453929,7.115357,7.318571,6.203804,1193726800
7.137825611417732,1256515200000,7.273929,7.383929,7.146429,7.231429,6.129936,484338400
6.781949193788861,1256688000000,7.061071,7.072143,6.825,6.871429,5.824769,818386800
6.876139396411709,1256774400000,6.964286,7.028929,6.862143,7.0125,5.944355,570270400
7.171933874232934,1257897600000,7.305714,7.321429,7.208214,7.258929,6.153246,443870000
7.1705357188656365,1257984000000,7.255,7.316786,7.193929,7.213929,6.115101,363731200
6.710488814153528,1260230400000,6.762857,6.869643,6.739286,6.781071,5.748177,690398800
6.923326244073678,1260489600000,7.063571,7.071429,6.908214,6.9525,5.893493,429774800
6.914400241499642,1260835200000,6.993929,7.053929,6.9025,6.934643,5.878355,419459600
7.412298126295575,1261958400000,7.561429,7.641071,7.486071,7.5575,6.40634,644565600
7.479217340848017,1262217600000,7.611786,7.619643,7.52,7.526071,6.3797,352410800
7.420119413022334,1262822400000,7.5625,7.571429,7.466071,7.520714,6.375156,477131200
7.058368805734247,1264636800000,7.318929,7.339286,7.096429,7.1175,6.033361,1173502400
7.174076758386207,1266537600000,7.209286,7.257143,7.1825,7.2025,6.105414,415469600
7.825907927603737,1268956800000,8.028214,8.044286,7.901071,7.9375,6.728458,559445600
7.964843612485225,1269302400000,8.058571,8.170714,8.003571,8.155714,6.913435,602431200
7.992390635844963,1269475200000,8.247143,8.248929,8.080357,8.094643,6.861665,542284400
8.064284676113502,1269561600000,8.176786,8.283929,8.1625,8.246429,6.990331,640875200
8.157265633293143,1269820800000,8.321429,8.3525,8.272143,8.299643,7.035439,540744400
8.28591040860156,1270425600000,8.392143,8.518214,8.384643,8.5175,7.220113,684507600
8.396927691941066,1270512000000,8.507143,8.58,8.464286,8.555,7.251901,447017200
8.51337756118744,1270771200000,8.6225,8.638929,8.587857,8.635357,7.320019,334182800
8.545035176471146,1271030400000,8.65,8.681071,8.636071,8.653214,7.335155,333026400
8.545972743072305,1271116800000,8.637857,8.671429,8.611071,8.658214,7.339393,306210800
8.605987137607386,1271376000000,8.8775,8.969286,8.733929,8.835714,7.489857,750545600
8.592240972111163,1271635200000,8.8225,8.853214,8.634643,8.823929,7.479867,566924400
9.340999352058184,1271980800000,9.571071,9.720714,9.535714,9.6725,8.199181,796955600
9.423814761243904,1272240000000,9.71,9.730714,9.578214,9.625,8.158916,479068800
9.04344739551658,1272412800000,9.401786,9.428571,9.1575,9.342857,7.919749,758402400
8.862687306103837,1273536000000,8.994286,9.281786,8.946429,9.161429,7.765959,848906800
8.318471744043357,1274400000000,8.315,8.732143,8.2625,8.654286,7.336063,1223891200
8.537902738663455,1276041600000,8.981071,8.996429,8.660357,8.685714,7.362702,854630000
8.650094418295822,1276128000000,8.744286,8.963571,8.65,8.946786,7.584007,776356000
8.638460841123354,1277942400000,9.082143,9.1,8.686429,8.874286,7.522554,1022896000
8.797881850075271,1279065600000,8.906429,9.135714,8.892857,9.026071,7.651218,812047600
8.533688372046257,1279497600000,8.924286,8.924286,8.557143,8.770714,7.434757,1024478000
9.044273742058337,1280361600000,9.311071,9.380357,9.146429,9.218214,7.814095,643806800
9.2410319846675,1280966400000,9.3475,9.399286,9.305357,9.346429,7.92278,289097200
9.221999600352383,1281312000000,9.338571,9.3625,9.270357,9.348214,7.924294,303128000
8.941140608089377,1282089600000,9.012857,9.095357,8.985,9.038214,7.661509,339696000
8.462440707130611,1282608000000,8.666786,8.678571,8.523214,8.568929,7.263708,602565600
9.206178378885859,1283904000000,9.277857,9.4425,9.253571,9.39,7.959715,526551200
9.404674178284395,1284336000000,9.493571,9.581429,9.491429,9.537143,8.084445,388780000
10.187293971648032,1285286400000,10.432143,10.483214,10.376786,10.44,8.849777,649488000
10.1461987963498,1286409600000,10.369286,10.374286,10.246786,10.329286,8.755926,408399600
10.794964679510038,1288137600000,10.9875,11.067857,10.914286,10.993929,9.319328,399002800
10.597876020585936,1288310400000,10.865357,10.924286,10.745357,10.749286,9.111951,430511200
10.901428397841897,1288742400000,11.120357,11.174286,11.018929,11.171429,9.469793,508348400
