"predict","Date","Open","High","Low","Close","Adj Close","Volume"
12.817996312781009,1202688000000,12.964406,13.043858,12.787071,12.980346,12.980346,233913491
12.960222515100138,1202860800000,13.013721,13.324805,12.918827,13.31559,13.31559,265981240
12.339053219133547,1203465600000,12.540744,12.727544,12.423932,12.677482,12.677482,267486862
11.623995016859652,1203897600000,12.601516,12.615215,12.098153,12.115588,12.115588,336167332
10.017646334709369,1205107200000,10.680716,10.734763,10.28744,10.301886,10.301886,320701579
10.609067988950393,1205366400000,10.776358,11.132772,10.679471,11.033892,11.033892,310222448
11.301616625473343,1206489600000,11.272498,11.528538,11.190306,11.411975,11.411975,209811488
11.458621101921565,1207267200000,11.382585,11.901142,11.362411,11.733271,11.733271,236772166
11.556865028621687,1207785600000,11.580593,11.802262,11.503133,11.683208,11.683208,203656504
10.815536814456294,1208304000000,11.068512,11.414217,10.98383,11.33327,11.33327,306372069
12.746517539197686,1208736000000,13.434395,13.514096,13.207744,13.394544,13.394544,298703433
13.74004789695557,1209340800000,13.596039,13.868268,13.424681,13.751456,13.751456,160945009
13.517838630979412,1209513600000,14.002764,14.5669,13.909613,14.303636,14.303636,317304895
13.913389996077267,1209686400000,14.906377,15.005008,14.428419,14.477983,14.477983,281001329
14.309594134209462,1209945600000,14.915593,14.91908,14.623438,14.816962,14.816962,252181709
14.247557691443681,1210636800000,14.601022,14.643861,14.409739,14.520573,14.520573,207314163
13.416928296894962,1211500800000,13.622938,13.773374,13.395042,13.564656,13.564656,177924414
13.896808239199437,1211846400000,13.573125,14.012478,13.545478,13.970136,13.970136,155199554
14.348544891044874,1212537600000,14.080473,14.39604,14.061046,14.25208,14.25208,135032244
14.536232916190048,1212624000000,14.373126,14.646103,14.351457,14.602765,14.602765,157255230
13.788413050837928,1213056000000,13.687695,13.918331,13.618455,13.802515,13.802515,146844353
13.092384524020332,1213920000000,13.872502,13.872502,13.561917,13.609737,13.609737,240221045
13.051701390458831,1214784000000,13.262041,13.399774,13.027669,13.111355,13.111355,151176531
13.199960288252559,1215648000000,13.574121,13.686201,13.218454,13.463784,13.463784,173917451
12.244803915561448,1216252800000,13.304133,13.376113,13.063535,13.2862,13.2862,352813493
12.177081445945046,1217289600000,11.937754,12.136011,11.905376,12.032649,12.032649,112532223
11.748704401655623,1217548800000,11.768638,11.786322,11.519323,11.652822,11.652822,120766974
12.049162319045749,1217980800000,11.914591,12.198527,11.768638,12.113097,12.113097,135538133
12.372230583982557,1219017600000,12.698403,12.702388,12.341491,12.410981,12.410981,133855851
11.910187480255324,1219190400000,12.321815,12.370881,12.019199,12.079722,12.079722,159881036
12.468508738384113,1219363200000,12.241615,12.3258,12.191304,12.21895,12.21895,92232419
11.420856234273586,1219795200000,11.799024,11.826422,11.577604,11.670755,11.670755,176141757
9.689324463584342,1221609600000,10.921065,10.937504,10.297403,10.323555,10.323555,366444394
8.067829683766547,1223510400000,8.580837,8.681709,8.01172,8.193788,8.193788,324210683
8.916417549391703,1223856000000,8.861535,9.513093,8.611472,9.489929,9.489929,357555200
8.72660256020302,1224201600000,9.438622,9.613965,9.05481,9.278721,9.278721,572104380
8.575324439219116,1224720000000,8.808235,8.916578,8.418197,8.775109,8.775109,260127380
8.784657225045521,1225756800000,8.803004,9.274238,8.605245,9.139244,9.139244,295097969
7.4466359294075275,1226966400000,7.511097,7.564895,7.107111,7.407734,7.407734,335095329
7.5399073876699205,1228694400000,7.222678,7.707112,7.023674,7.524546,7.524546,326993073
7.888337855568558,1229644800000,7.745717,7.915082,7.696153,7.725294,7.725294,225345496
8.352888178310558,1230249600000,7.573363,7.603002,7.429901,7.48096,7.48096,78657728
7.964659613764667,1230595200000,7.491918,7.641607,7.439864,7.549453,7.549453,154316255
8.32846507222957,1230854400000,7.68619,8.015456,7.60898,8.003003,8.003003,144961322
8.2706685017288,1231113600000,7.995033,8.250077,7.845593,8.170624,8.170624,196293007
